pmid, score, numReaders, cited (altmetric), scopus
23155066,13.296,296,48,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
24574529,11.096,88,31,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
15608193,3,93,3,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
21685081,16.644,335,16,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
21113021,3,33,3,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
24079801,20.534,47,15,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
20829833,8.868,510,12,['Biochemistry, Genetics and Molecular Biology', 'Chemical Engineering', 'Life Sciences', 'Physical Sciences', 'Engineering', 'Immunology and Microbiology']
27166378,10.766,65,19,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
25324314,1,30,3,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
23800136,15.956,181,44,['Biochemistry, Genetics and Molecular Biology', 'Physical Sciences', 'Life Sciences', 'Computer Science']
27423894,3.75,22,25,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
23595661,5.85,74,40,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
23814184,9.97,63,6,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
21685088,4,73,6,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
24906883,2,144,6,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
22110030,1.5,304,9,['Life Sciences', 'Biochemistry, Genetics and Molecular Biology']
17526514,3,8,18,['Life Sciences', 'Biochemistry, Genetics and Molecular Biology']
28472505,9.2,53,42,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
23180796,1.5,124,6,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
24812336,3.1,107,19,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
27174932,3.5,17,9,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
24753412,6.2,197,39,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
18397951,1,40,3,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
21558324,0.75,118,6,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
25550326,40.9,279,138,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
15608283,3,37,3,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
21682852,5.5,133,15,['Biochemistry, Genetics and Molecular Biology', 'Physical Sciences', 'Life Sciences', 'Computer Science']
23092522,2,52,14,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
22438795,1.75,91,12,['Biochemistry, Genetics and Molecular Biology', 'Agricultural and Biological Sciences', 'Neuroscience', 'Physical Sciences', 'Life Sciences', 'Computer Science', 'Mathematics', 'Environmental Science']
20371497,1.5,77,6,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
20639541,21.604,291,25,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
27789705,22.8,293,74,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
22135302,0.5,65,3,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
22669907,10.33,65,19,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
19820110,3,39,6,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
25249626,10.5,8,9,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
21685106,3,43,3,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
27899644,20.2,22,53,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
23281809,3,11,4,['Life Sciences', 'Physical Sciences', 'Biochemistry, Genetics and Molecular Biology', 'Computer Science']
16961921,6,113,9,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
26530723,12,38,18,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
22057162,2.75,41,12,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
27153605,19.9,37,61,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
19144180,4,153,6,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
16381957,8.128,88,6,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
20529926,2.5,108,3,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
20047655,16.238,125,29,['Biochemistry, Genetics and Molecular Biology', 'Physical Sciences', 'Life Sciences', 'Computer Science']
23125366,1.75,46,14,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
27899644,20.2,22,53,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
17020924,3,40,3,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
18480123,3,44,3,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
18838391,9,1208,18,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
27153731,14,35,38,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
26722119,10.25,18,19,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
26496950,1.25,13,9,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
25845596,3.1,423,15,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
26578594,13.6,68,65,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
27716836,13.1,37,18,['Biochemistry, Genetics and Molecular Biology', 'Agricultural and Biological Sciences', 'Neuroscience', 'Physical Sciences', 'Life Sciences', 'Computer Science', 'Mathematics', 'Environmental Science']
24564477,2,12,6,['Biochemistry, Genetics and Molecular Biology', 'Physical Sciences', 'Life Sciences', 'Computer Science']
28053163,1.5,21,9,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
26072476,0.25,26,3,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
23047558,1.75,202,9,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
24214964,3.25,77,24,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
15608232,6.5,581,12,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
27153575,11,7,18,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
25572314,57.95,75,48,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
27694195,4.2,106,25,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
24990604,14.83,68,36,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
23257199,10.106,49,27,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
22689760,12.85,208,81,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
22084200,0.5,20,3,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
26602695,9.096,61,18,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
24564446,4.1,17,22,['Biochemistry, Genetics and Molecular Biology', 'Physical Sciences', 'Life Sciences', 'Computer Science']
23505292,13.278,26,24,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
19398429,3.5,85,6,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
25075117,10.256,45,29,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
22668792,33.7,266,192,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
27105843,0.75,10,6,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
21609463,2.5,100,12,['Biochemistry, Genetics and Molecular Biology', 'Physical Sciences', 'Life Sciences', 'Computer Science']
20562416,3,518,3,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
19126223,4.5,73,9,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
17130144,3,106,9,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
24293645,2.35,153,10,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
18567917,5.75,314,9,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
22591039,0.5,62,3,['Biochemistry, Genetics and Molecular Biology', 'Physical Sciences', 'Life Sciences', 'Computer Science']
22139937,3,27,6,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
25883144,25.75,86,21,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
22345616,0.25,16,3,['Life Sciences', 'Mathematics', 'Physical Sciences', 'Computer Science', 'Biochemistry, Genetics and Molecular Biology']
22139910,3.25,125,15,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
23742985,5.35,36,15,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
26072473,0.25,33,3,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
27733501,3.75,49,21,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
24319146,0.5,120,3,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
26023105,6.25,10,35,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
25161219,21.05,86,99,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
22962343,1.35,80,7,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
23066107,1.35,61,10,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
25577435,0.75,25,11,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
20478830,5.024,432,3,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
26546515,12.35,27,46,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
15980488,3,31,3,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
18984621,3.25,63,6,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
25925574,9.75,71,54,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
24423865,2.75,89,15,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
23479348,18.938,132,59,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
22397531,0.5,40,3,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
26704975,4.25,55,34,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
25236461,25.6,94,128,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
27084946,1.75,238,9,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
27789686,26.35,84,138,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
19381256,73.672,372,95,['Biochemistry, Genetics and Molecular Biology', 'Agricultural and Biological Sciences', 'Neuroscience', 'Physical Sciences', 'Life Sciences', 'Computer Science', 'Mathematics', 'Environmental Science']
27153695,2.75,20,21,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
27302131,10.696,50,36,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
23754853,1.5,64,11,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
24225062,1.75,25,15,['Biochemistry, Genetics and Molecular Biology', 'Physical Sciences', 'Life Sciences', 'Computer Science']
19744993,3,153,6,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
19744996,1,55,3,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
21653523,2.25,61,12,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
19351385,3,40,3,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
26586804,3.1,3,16,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
27706155,15.446,45,60,['Biochemistry, Genetics and Molecular Biology', 'Agricultural and Biological Sciences', 'Neuroscience', 'Physical Sciences', 'Life Sciences', 'Computer Science', 'Mathematics', 'Environmental Science']
15980438,6,523,6,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
17038191,3,38,3,['Biochemistry, Genetics and Molecular Biology', 'Physical Sciences', 'Life Sciences', 'Computer Science']
17537812,1.85,53,6,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
24285302,3.7,43,21,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
19497931,1,41,3,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
27799471,10.45,53,42,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
15980494,6,553,24,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
20388221,0.5,318,3,['Biochemistry, Genetics and Molecular Biology', 'Physical Sciences', 'Life Sciences', 'Computer Science']
19965774,3,134,4,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
25356683,19.75,63,109,['Biochemistry, Genetics and Molecular Biology', 'Agricultural and Biological Sciences', 'Neuroscience', 'Physical Sciences', 'Life Sciences', 'Computer Science', 'Mathematics', 'Environmental Science']
23497449,0.5,36,3,['Biochemistry, Genetics and Molecular Biology', 'Physical Sciences', 'Life Sciences', 'Mathematics']
28640810,3,39,30,['Biochemistry, Genetics and Molecular Biology', 'Agricultural and Biological Sciences', 'Neuroscience', 'Physical Sciences', 'Life Sciences', 'Computer Science', 'Mathematics', 'Environmental Science']
23564843,8.15,33,35,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
26272981,26.93,23,83,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
24387046,1,47,9,['Biochemistry, Genetics and Molecular Biology', 'Physical Sciences', 'Life Sciences', 'Computer Science']
26072497,5.95,45,28,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
24932000,25.306,187,106,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
28472458,7,12,3,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
23161692,11.72,58,19,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
26272981,26.93,23,83,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
18463136,2.5,512,3,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
27307641,1.5,24,18,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
24828656,6.45,77,19,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
21708002,2,31,6,['Biochemistry, Genetics and Molecular Biology', 'Physical Sciences', 'Life Sciences', 'Computer Science']
14715090,3,27,6,['Biochemistry, Genetics and Molecular Biology', 'Physical Sciences', 'Life Sciences', 'Computer Science']
19910308,42.276,976,45,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
22116062,4.75,147,15,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
24799431,10.85,109,44,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
24838569,1,36,3,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
24755304,1,36,10,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
25273103,4.25,61,20,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
24203712,8.274,62,12,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
24812344,18.4,131,108,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
15980443,1.25,47,6,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
18984614,5.08,41,3,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
19744993,3,153,6,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
25990727,13.85,22,40,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
24831547,0.75,25,8,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
22474122,1.75,269,9,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
26115986,24.05,32,91,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
21235786,1,23,3,['Biochemistry, Genetics and Molecular Biology', 'Physical Sciences', 'Life Sciences', 'Computer Science']
19457249,1.25,178,9,['Biochemistry, Genetics and Molecular Biology', 'Physical Sciences', 'Life Sciences', 'Computer Science']
22827703,29.27,117,37,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
27131358,6.6,7,22,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
26026167,3,10,21,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
26722119,10.25,18,19,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
20956244,0.5,81,3,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
18194551,8.68,59,31,['Biochemistry, Genetics and Molecular Biology', 'Physical Sciences', 'Life Sciences', 'Computer Science']
20656902,2,315,6,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
22824380,1.5,84,10,['Biochemistry, Genetics and Molecular Biology', 'Physical Sciences', 'Life Sciences', 'Mathematics']
23203989,5.85,5,19,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
27131365,1,20,9,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
17059592,1,30,3,['Biochemistry, Genetics and Molecular Biology', 'Physical Sciences', 'Life Sciences', 'Computer Science']
26323718,17.6,35,60,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
24174545,3.5,46,9,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
19187545,3,104,6,['Biochemistry, Genetics and Molecular Biology', 'Physical Sciences', 'Life Sciences', 'Computer Science']
23109181,4.7,20,21,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
26656005,12,52,24,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
24234437,30.134,512,45,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
24443380,3.25,79,21,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
27924038,8.08,26,6,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
18039715,3,44,3,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
20829444,9.738,102,13,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
23812998,0.25,21,3,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
20587024,3,274,6,['Biochemistry, Genetics and Molecular Biology', 'Physical Sciences', 'Life Sciences', 'Mathematics']
24225062,1.75,25,15,['Biochemistry, Genetics and Molecular Biology', 'Physical Sciences', 'Life Sciences', 'Computer Science']
24373418,2.25,33,15,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
23969135,1.75,108,9,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
24694260,23.75,42,21,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
24655717,23.796,194,100,['Biochemistry, Genetics and Molecular Biology', 'Physical Sciences', 'Life Sciences', 'Computer Science']
23331499,1,103,6,['Biochemistry, Genetics and Molecular Biology', 'Physical Sciences', 'Life Sciences', 'Mathematics']
18625080,3,20,3,['Biochemistry, Genetics and Molecular Biology', 'Physical Sciences', 'Life Sciences', 'Computer Science']
22426345,3.85,50,24,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
24878925,1.25,75,12,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
25886981,1,18,9,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
23193259,0.5,127,3,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
26109352,5,24,29,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
22084198,0.75,111,6,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
23175603,1.5,119,9,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
26177966,19.58,18,39,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
15980500,3,26,3,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
26184874,2,7,15,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
23236265,4.5,127,41,['Biochemistry, Genetics and Molecular Biology', 'Agricultural and Biological Sciences', 'Neuroscience', 'Physical Sciences', 'Life Sciences', 'Computer Science', 'Mathematics', 'Environmental Science']
22239737,23.2,246,46,['Biochemistry, Genetics and Molecular Biology', 'Physical Sciences', 'Life Sciences', 'Computer Science']
28406896,9.8,21,55,['Biochemistry, Genetics and Molecular Biology', 'Agricultural and Biological Sciences', 'Neuroscience', 'Physical Sciences', 'Life Sciences', 'Computer Science', 'Mathematics', 'Environmental Science']
16381888,3,32,3,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
27733501,3.75,49,21,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
18524801,3,38,3,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
27312412,3.5,43,27,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences', 'Physical Sciences', 'Computer Science', 'Mathematics']
22053086,1.5,55,6,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
20525281,3,21,3,['Biochemistry, Genetics and Molecular Biology', 'Physical Sciences', 'Life Sciences', 'Computer Science']
26527722,6.35,330,48,['Biochemistry, Genetics and Molecular Biology', 'Life Sciences']
